id,price_doc
30653,8754078.0
30654,4452648.0
30655,12623905.0
30656,3886899.75
30657,6166915.5
30658,9666538.0
30659,4638042.5
30660,8340821.0
30661,6671785.0
30662,7759833.5
30663,15700010.0
30664,11528404.0
30665,6146213.0
30666,2627786.5
30667,4092277.5
30668,8508882.0
30669,4813992.0
30670,2389892.5
30671,7035662.0
30672,15764224.0
30673,10195052.0
30674,11433258.0
30675,1931842.375
30676,6400730.5
30677,4333727.5
30678,19414826.0
30679,5905138.0
30680,4978879.0
30681,2429220.75
30682,8507990.0
30683,9586759.0
30684,4672088.5
30685,6795307.5
30686,9177406.0
30687,4857337.0
30688,4355156.0
30689,14857413.0
30690,26041922.0
30691,4397278.5
30692,6056230.5
30693,11166256.0
30694,5456851.5
30695,6806281.5
30696,6843602.5
30697,12428095.0
30698,7640439.0
30699,5673930.0
30700,4952959.5
30701,9442992.0
30702,5860419.0
30703,3768074.0
30704,11217039.0
30705,8960675.0
30706,24630708.0
30707,3467097.5
30708,14486829.0
30709,6291708.5
30710,7053559.5
30711,4532331.0
30712,4010719.25
30713,6316640.5
30714,6982814.5
30715,3842370.75
30716,9586759.0
30717,6320467.0
30718,7040052.0
30719,14815644.0
30720,7206012.0
30721,5117772.0
30722,6989144.0
30723,6270946.0
30724,11814179.0
30725,6548096.5
30726,11278352.0
30727,9482989.0
30728,10492908.0
30729,3354099.5
30730,6167956.5
30731,6355300.0
30732,4432295.0
30733,9675411.0
30734,7141416.0
30735,5458079.5
30736,5612390.5
30737,6709149.0
30738,5939540.0
30739,4141933.75
30740,6831682.5
30741,11805912.0
30742,4130754.5
30743,4865269.0
30744,8904078.0
30745,6512741.0
30746,5612048.0
30747,17896490.0
30748,16106542.0
30749,4910798.5
30750,6271550.0
30751,3111266.75
30752,7650173.0
30753,9569823.0
30754,5473185.5
30755,4664800.0
30756,5762748.5
30757,5053486.0
30758,10523895.0
30759,5875007.5
30760,4329885.5
30761,9718820.0
30762,6748511.5
30763,11604715.0
30764,6048473.0
30765,5743972.5
30766,3496047.0
30767,9540226.0
30768,4215264.5
30769,7166824.0
30770,6103782.5
30771,2807955.25
30772,8349639.0
30773,7987381.0
30774,5689573.5
30775,11685876.0
30776,5572635.0
30777,6257426.5
30778,9314660.0
30779,6418500.0
30780,7508103.0
30781,6747604.0
30782,5265062.0
30783,5588996.0
30784,3516058.5
30785,5185798.5
30786,4195012.0
30787,6084087.0
30788,5627687.0
30789,7327061.0
30790,6140220.0
30791,9994811.0
30792,7227609.5
30793,10918767.0
30794,13059656.0
30795,10885455.0
30796,11297298.0
30797,14168419.0
30798,2748719.75
30799,9740310.0
30800,14173500.0
30801,6029674.5
30802,23103880.0
30803,2729913.25
30804,3644081.5
30805,14724622.0
30806,7146539.5
30807,5876498.0
30808,10491747.0
30809,4797557.0
30810,10870641.0
30811,4337721.5
30812,5418306.5
30813,4908083.0
30814,2400432.0
30815,3668496.75
30816,7292289.5
30817,1624810.0
30818,7717618.5
30819,7447152.5
30820,5173212.5
30821,24607794.0
30822,9201647.0
30823,7622746.0
30824,3473349.0
30825,5174263.5
30826,10132088.0
30827,5639480.0
30828,5740971.5
30829,5425483.5
30830,8428812.0
30831,6333935.0
30832,6057131.5
30833,5014934.0
30834,4102550.75
30835,7490066.5
30836,6479572.0
30837,5010555.0
30838,4496207.0
30839,5765024.0
30840,10809812.0
30841,10731255.0
30842,6941225.0
30843,5307470.0
30844,6649178.5
30845,9662022.0
30846,4274864.0
30847,5654737.0
30848,8229846.0
30849,4375330.0
30850,4011690.75
30851,4980436.5
30852,6628026.5
30853,4374579.0
30854,5726579.0
30855,7032335.0
30856,8469827.0
30857,2250249.5
30858,4168285.25
30859,5934823.5
30860,5743797.0
30861,8446588.0
30862,6271436.5
30863,5638544.0
30864,6169239.0
30865,9529078.0
30866,6664459.0
30867,5670343.5
30868,8445219.0
30869,5512289.0
30870,4892955.0
30871,8282402.5
30872,4910531.5
30873,3756814.5
30874,4814782.0
30875,5899183.0
30876,4929050.5
30877,10161137.0
30878,5489029.0
30879,10191999.0
30880,6218265.5
30881,1702058.875
30882,9721249.0
30883,3636575.75
30884,5588932.0
30885,5140238.5
30886,7382408.5
30887,5356345.5
30888,4489124.5
30889,4956404.5
30890,7141218.5
30891,3523235.0
30892,3647673.25
30893,4257426.5
30894,5656905.5
30895,4204480.5
30896,6058969.0
30897,7697669.5
30898,6438461.5
30899,6575104.5
30900,3301123.0
30901,6533668.5
30902,1911624.125
30903,7061300.0
30904,7720283.5
30905,5559677.5
30906,5845320.5
30907,11970530.0
30908,4021930.25
30909,12751632.0
30910,6889172.0
30911,4013673.0
30912,6404186.5
30913,20127860.0
30914,5913010.5
30915,7256645.0
30916,5496352.0
30917,8487438.0
30918,6586012.0
30919,4535176.0
30920,4781816.5
30921,3817657.5
30922,5508195.5
30923,3338048.5
30924,5097265.5
30925,13948918.0
30926,6547260.0
30927,7796886.5
30928,4642503.5
30929,5098617.5
30930,9833608.0
30931,10820456.0
30932,4964451.0
30933,4436304.0
30934,13319166.0
30935,6330927.5
30936,7061663.5
30937,8685820.0
30938,3866075.0
30939,9555031.0
30940,6435441.5
30941,6020418.0
30942,3511695.5
30943,6583443.5
30944,4941862.5
30945,3555771.5
30946,12852625.0
30947,6597283.0
30948,8170942.0
30949,5942673.0
30950,6180198.0
30951,15557759.0
30952,7493538.5
30953,9779179.0
30954,4709760.5
30955,6280096.5
30956,7349890.0
30957,5841096.5
30958,27758254.0
30959,8072444.5
30960,7406625.0
30961,8420264.0
30962,11146785.0
30963,3647068.0
30964,4630922.5
30965,6660742.0
30966,12251318.0
30967,11239504.0
30968,3273722.0
30969,3465180.25
30970,6218959.5
30971,10079697.0
30972,3639538.75
30973,5176993.0
30974,4985512.0
30975,7539753.5
30976,5096614.5
30977,6616235.5
30978,7714829.5
30979,3458389.25
30980,6864775.0
30981,5691576.0
30982,6583650.5
30983,3895093.0
30984,5596009.5
30985,3605919.25
30986,9565772.0
30987,8614866.0
30988,6201145.0
30989,7248248.0
30990,12367913.0
30991,8697616.0
30992,2920903.25
30993,7322548.5
30994,4827122.0
30995,6746298.0
30996,5685792.5
30997,7086814.5
30998,6206475.5
30999,7058297.0
31000,7819904.0
31001,6125101.5
31002,9869817.0
31003,9281479.0
31004,4084997.75
31005,2719119.75
31006,7217016.0
31007,4448807.0
31008,5604672.0
31009,6435478.0
31010,6459631.0
31011,4014530.5
31012,5719331.0
31013,6991083.5
31014,15285214.0
31015,7843528.0
31016,3964340.75
31017,9385961.0
31018,5351556.5
31019,4324388.5
31020,6801642.0
31021,11893085.0
31022,19771032.0
31023,9620720.0
31024,4601497.0
31025,6197000.5
31026,6243490.0
31027,4341376.0
31028,3393597.75
31029,8815966.0
31030,6712925.0
31031,8662038.0
31032,9925811.0
31033,8492255.0
31034,7160436.0
31035,9495549.0
31036,6778757.0
31037,25129108.0
31038,4253104.5
31039,10481307.0
31040,5623867.0
31041,4168599.25
31042,3237665.5
31043,6338443.0
31044,8483125.0
31045,6890637.5
31046,13472184.0
31047,7873746.5
31048,5783333.5
31049,3785604.5
31050,7730937.0
31051,6039867.0
31052,3739913.25
31053,15863640.0
31054,6042338.5
31055,5521006.5
31056,12106000.0
31057,5709108.0
31058,7106597.0
31059,2821129.25
31060,6680533.0
31061,6444666.0
31062,6256358.5
31063,3542794.0
31064,4912667.5
31065,10273249.0
31066,4331483.5
31067,8247264.5
31068,4112167.0
31069,4529462.0
31070,4800065.0
31071,3340048.25
31072,7987526.0
31073,1701107.875
31074,6997741.0
31075,7268502.5
31076,6391349.0
31077,5560266.0
31078,4230269.5
31079,4792408.0
31080,6492834.0
31081,2970791.0
31082,10563754.0
31083,4816068.0
31084,9344876.0
31085,11732329.0
31086,3726228.25
31087,4822382.5
31088,8152767.0
31089,6347946.5
31090,33279804.0
31091,3164062.0
31092,6682349.0
31093,6172946.5
31094,6068250.0
31095,4953455.5
31096,19773596.0
31097,10139395.0
31098,10459259.0
31099,20256534.0
31100,4934351.0
31101,3871820.0
31102,6037684.5
31103,10501598.0
31104,5213756.5
31105,8964230.0
31106,4353495.0
31107,7649895.5
31108,6878550.0
31109,5237173.5
31110,9130300.0
31111,10823387.0
31112,5711798.0
31113,3423888.75
31114,4481061.5
31115,5278188.5
31116,5867084.5
31117,6089021.0
31118,3792043.25
31119,2947284.25
31120,5417758.5
31121,6056970.0
31122,5745364.0
31123,4931180.5
31124,5350515.5
31125,12739793.0
31126,18648846.0
31127,5416958.0
31128,5925254.5
31129,5498512.0
31130,11585076.0
31131,7136351.0
31132,9319600.0
31133,10401367.0
31134,6313352.5
31135,9871474.0
31136,9458855.0
31137,4330798.0
31138,6892970.5
31139,3897686.75
31140,6832360.0
31141,7065126.0
31142,9475684.0
31143,4963693.5
31144,3852876.25
31145,5755817.0
31146,5320428.5
31147,12721581.0
31148,6236581.0
31149,1957920.25
31150,8098662.0
31151,4819008.0
31152,8026875.5
31153,5139273.0
31154,14604879.0
31155,6463679.5
31156,8653913.0
31157,4090256.5
31158,8858425.0
31159,5850641.0
31160,5060633.5
31161,3214756.25
31162,4473670.5
31163,5504005.0
31164,5979682.5
31165,6118708.5
31166,5601642.5
31167,7631933.5
31168,11325064.0
31169,7219198.0
31170,5397105.0
31171,11681641.0
31172,5124282.5
31173,10485746.0
31174,9578735.0
31175,16396014.0
31176,5004342.0
31177,7966103.5
31178,4133402.75
31179,4816104.5
31180,4161818.75
31181,9395598.0
31182,6520864.0
31183,7841770.5
31184,5052565.5
31185,4075783.0
31186,8226950.5
31187,3493097.5
31188,4926536.5
31189,4746808.0
31190,7095044.5
31191,12946044.0
31192,3940706.5
31193,5508174.5
31194,11279148.0
31195,7205462.5
31196,4766427.5
31197,14203675.0
31198,5656441.5
31199,6492308.0
31200,10128533.0
31201,3858402.75
31202,3705108.75
31203,6257755.0
31204,3485347.5
31205,8476502.0
31206,5685570.5
31207,4201246.0
31208,4864963.0
31209,4059157.5
31210,5866391.0
31211,7376271.5
31212,4805864.0
31213,10311372.0
31214,6660958.0
31215,4913098.5
31216,5588058.0
31217,6693925.5
31218,8074461.5
31219,3542469.5
31220,6819399.5
31221,3766762.75
31222,6508599.5
31223,9403809.0
31224,6928612.5
31225,12328016.0
31226,5977270.5
31227,9255968.0
31228,9896680.0
31229,4671919.0
31230,5676685.0
31231,4018866.75
31232,6721163.0
31233,6318966.5
31234,6580317.5
31235,5181324.5
31236,6338721.0
31237,10690479.0
31238,6492834.0
31239,12167739.0
31240,6417184.0
31241,6204593.5
31242,6727929.0
31243,3532931.75
31244,6847990.0
31245,7739908.0
31246,10749877.0
31247,5686877.0
31248,7147112.0
31249,9400402.0
31250,5643682.0
31251,6724535.5
31252,6196338.5
31253,8486791.0
31254,5583412.5
31255,11616075.0
31256,6378458.5
31257,4853336.0
31258,8853780.0
31259,10366034.0
31260,7796135.5
31261,22351528.0
31262,5558803.0
31263,5996283.0
31264,3721710.75
31265,11529746.0
31266,7487352.5
31267,3793370.75
31268,4102887.25
31269,7749066.0
31270,4055346.25
31271,5335229.5
31272,15721436.0
31273,7436159.5
31274,5639184.0
31275,6063454.5
31276,5336002.5
31277,5027365.0
31278,13862955.0
31279,13970085.0
31280,7146832.5
31281,6541512.0
31282,11824301.0
31283,6136965.0
31284,3952882.75
31285,5386666.5
31286,7426330.0
31287,9513678.0
31288,4345597.0
31289,8714570.0
31290,6034501.0
31291,6270850.0
31292,3673408.5
31293,6691608.5
31294,3758674.5
31295,17689272.0
31296,9452723.0
31297,8030367.0
31298,3604083.5
31299,9379805.0
31300,6828197.5
31301,5948797.0
31302,5111879.5
31303,8105585.0
31304,6828972.5
31305,8569307.0
31306,3042892.0
31307,6073350.5
31308,7708394.5
31309,8316563.5
31310,59957428.0
31311,5168690.5
31312,5445539.0
31313,11671886.0
31314,6357804.0
31315,9484237.0
31316,11573746.0
31317,17910970.0
31318,8354075.5
31319,6530398.0
31320,5766195.0
31321,6433410.0
31322,5932282.5
31323,7792433.5
31324,6289458.5
31325,6251730.5
31326,5162010.5
31327,7693530.0
31328,13472107.0
31329,5384889.5
31330,10835822.0
31331,8259417.5
31332,5444988.5
31333,5161685.5
31334,4034554.0
31335,9769261.0
31336,7961061.0
31337,7343010.0
31338,4017265.0
31339,4479831.0
31340,6459520.0
31341,9379805.0
31342,4899772.5
31343,3419839.0
31344,3823173.5
31345,4883966.5
31346,3700045.25
31347,8295667.0
31348,10980545.0
31349,11037154.0
31350,3438581.25
31351,5063612.0
31352,9307343.0
31353,4788068.0
31354,7335171.0
31355,8912794.0
31356,4295731.0
31357,5057999.0
31358,2452697.25
31359,6112992.5
31360,9266602.0
31361,4564020.5
31362,9623619.0
31363,5106520.0
31364,3643261.5
31365,3654539.75
31366,6562231.5
31367,9262255.0
31368,6192593.5
31369,4107177.75
31370,9426400.0
31371,8534409.0
31372,6940437.0
31373,4959913.0
31374,6346136.5
31375,5505679.5
31376,6494010.5
31377,8698777.0
31378,5646858.0
31379,33700752.0
31380,4074675.25
31381,7589900.5
31382,5129719.5
31383,7507107.5
31384,22734454.0
31385,12930694.0
31386,9430284.0
31387,12050755.0
31388,5095321.5
31389,4266356.0
31390,6989564.0
31391,5119280.5
31392,9715836.0
31393,8531740.0
31394,5302527.0
31395,4054576.5
31396,8789639.0
31397,6553007.0
31398,2462470.75
31399,11016816.0
31400,4134009.75
31401,10647176.0
31402,9579703.0
31403,5004251.5
31404,4432954.5
31405,3993041.25
31406,5976906.0
31407,3347989.25
31408,6111290.5
31409,4423912.5
31410,11153229.0
31411,7891773.5
31412,10328812.0
31413,7141818.0
31414,4206738.5
31415,14607749.0
31416,6126754.5
31417,4764809.5
31418,7088051.5
31419,10523534.0
31420,9057572.0
31421,6614450.0
31422,6200772.5
31423,6910630.0
31424,18894242.0
31425,5707992.0
31426,4476128.5
31427,7360047.0
31428,7268814.5
31429,12694991.0
31430,4662247.0
31431,5328725.5
31432,4872578.0
31433,6131735.0
31434,3843499.5
31435,10973824.0
31436,9212816.0
31437,12064393.0
31438,8634746.0
31439,10487066.0
31440,6607616.0
31441,6422284.0
31442,7419718.0
31443,12301638.0
31444,6408145.5
31445,9417019.0
31446,12820013.0
31447,6054348.0
31448,7884243.5
31449,7906802.5
31450,6060933.5
31451,7646146.5
31452,10995949.0
31453,3016952.75
31454,5202983.0
31455,7515940.5
31456,4903451.5
31457,5290152.0
31458,16662348.0
31459,8115392.5
31460,5033318.5
31461,4422487.0
31462,3596255.25
31463,5472867.0
31464,7301691.0
31465,5145412.5
31466,47464984.0
31467,3397998.75
31468,14070285.0
31469,4867989.0
31470,5229318.0
31471,12101336.0
31472,2600222.75
31473,7306616.0
31474,3982609.25
31475,7141314.0
31476,21210574.0
31477,7035300.0
31478,4965431.5
31479,5708247.5
31480,9198348.0
31481,8401863.0
31482,9903950.0
31483,9448468.0
31484,6858218.0
31485,3211250.75
31486,2862016.0
31487,4490764.5
31488,14148300.0
31489,7005573.0
31490,5029446.5
31491,6019706.0
31492,7898150.5
31493,8703573.0
31494,5261940.0
31495,5319642.0
31496,7957835.0
31497,4388435.0
31498,6213689.0
31499,11031872.0
31500,10200984.0
31501,8714437.0
31502,9143842.0
31503,5263009.0
31504,9898756.0
31505,17402110.0
31506,7223378.5
31507,6490450.5
31508,6387352.0
31509,5360091.5
31510,5472167.5
31511,4994096.5
31512,5641029.0
31513,23730172.0
31514,24145602.0
31515,2076636.125
31516,16898550.0
31517,5736029.5
31518,7636483.5
31519,5960995.5
31520,5902244.0
31521,4863381.0
31522,4317861.0
31523,6581039.0
31524,8960709.0
31525,11385535.0
31526,5553149.0
31527,6764723.5
31528,4338541.0
31529,5698663.5
31530,6279677.5
31531,8699126.0
31532,5561263.0
31533,13268302.0
31534,7528415.5
31535,9877576.0
31536,6984606.0
31537,4209375.0
31538,4845811.5
31539,3622847.25
31540,9318214.0
31541,2849482.75
31542,5399288.0
31543,3655690.0
31544,4823822.5
31545,7243805.0
31546,12078277.0
31547,5470378.0
31548,5874593.0
31549,5513892.5
31550,5025189.0
31551,5583381.0
31552,7259510.5
31553,5920295.0
31554,7795198.5
31555,3690336.5
31556,6702127.5
31557,5791612.5
31558,9513678.0
31559,2806718.5
31560,6918655.5
31561,6858983.5
31562,33442254.0
31563,3843345.5
31564,8485123.0
31565,8988560.0
31566,5740686.5
31567,17752918.0
31568,6220489.5
31569,6327831.0
31570,6793305.5
31571,6185115.5
31572,3500908.0
31573,5394342.0
31574,9968043.0
31575,5479860.0
31576,6851961.5
31577,4834230.5
31578,8239018.0
31579,5291640.5
31580,7130058.5
31581,5247407.5
31582,6098708.5
31583,8273931.5
31584,4010742.0
31585,6550970.0
31586,12031877.0
31587,13269188.0
31588,8986742.0
31589,3503747.25
31590,5598021.5
31591,6071121.0
31592,7323889.5
31593,7204129.5
31594,7734167.0
31595,5387684.0
31596,3672214.25
31597,5427807.0
31598,3485700.0
31599,6365921.5
31600,7088186.5
31601,14272382.0
31602,5300398.5
31603,14813158.0
31604,3817497.25
31605,5034562.0
31606,5990824.5
31607,7111126.0
31608,5227174.0
31609,5353930.0
31610,6984493.0
31611,5784817.5
31612,5601423.5
31613,4782747.0
31614,14275676.0
31615,9555159.0
31616,10630678.0
31617,4411488.5
31618,6964910.5
31619,9806674.0
31620,4194652.0
31621,6421316.5
31622,32227174.0
31623,9338960.0
31624,4889559.0
31625,9745718.0
31626,5203980.5
31627,6873101.0
31628,10863552.0
31629,9155133.0
31630,3804195.75
31631,5837510.0
31632,17468120.0
31633,5059340.0
31634,8177779.0
31635,12453936.0
31636,5703437.5
31637,5570706.5
31638,7422166.5
31639,3510975.5
31640,10841942.0
31641,3921796.0
31642,3290135.25
31643,5586097.0
31644,10254338.0
31645,5872677.0
31646,8516562.0
31647,6266916.5
31648,10897130.0
31649,5737928.0
31650,6139488.0
31651,12533002.0
31652,5362668.5
31653,5255104.5
31654,5569824.5
31655,4140054.0
31656,21747556.0
31657,7017080.5
31658,4144518.0
31659,7450250.0
31660,5167463.0
31661,4949536.5
31662,6535102.0
31663,3789921.0
31664,3559130.25
31665,4076754.75
31666,5604998.5
31667,8133934.5
31668,10906841.0
31669,11361585.0
31670,6509195.5
31671,5545428.0
31672,8472339.0
31673,7258541.5
31674,8744757.0
31675,7359415.0
31676,7109620.5
31677,4884949.5
31678,4919456.5
31679,8118466.0
31680,8066442.0
31681,6060217.0
31682,3803941.75
31683,6530398.0
31684,4856966.0
31685,3549391.75
31686,12232942.0
31687,10509934.0
31688,9823279.0
31689,3733712.5
31690,6846853.5
31691,3693646.25
31692,4455294.5
31693,6231747.5
31694,6734277.5
31695,6637451.5
31696,3406555.0
31697,5019996.5
31698,3349279.25
31699,5462412.0
31700,4767768.5
31701,8763926.0
31702,5690311.5
31703,8797816.0
31704,5900719.0
31705,9003419.0
31706,5350158.0
31707,11453382.0
31708,8139180.0
31709,5136416.0
31710,10572220.0
31711,7440628.5
31712,7571588.0
31713,5470383.0
31714,5381624.5
31715,5016254.0
31716,5733224.0
31717,9900173.0
31718,4761516.0
31719,7117768.0
31720,4268834.5
31721,4674557.5
31722,5741666.5
31723,5523476.5
31724,5950062.0
31725,4939775.0
31726,12586783.0
31727,6404687.5
31728,4398767.5
31729,6973484.5
31730,3497217.5
31731,7013033.5
31732,7860444.0
31733,3510249.0
31734,4290462.0
31735,2906376.5
31736,6176662.5
31737,5047484.5
31738,5357173.5
31739,5820200.0
31740,7368228.5
31741,12603263.0
31742,12501845.0
31743,7442183.0
31744,4817505.5
31745,3723024.25
31746,9608781.0
31747,4996202.0
31748,16603308.0
31749,5462183.0
31750,8960008.0
31751,7590414.5
31752,4073008.5
31753,3695887.25
31754,7586955.0
31755,10206317.0
31756,2164260.5
31757,6056392.0
31758,5673670.5
31759,6096929.0
31760,6019987.5
31761,18956546.0
31762,2584077.75
31763,11063796.0
31764,6481216.0
31765,3792061.5
31766,8302315.5
31767,3578936.25
31768,6459064.0
31769,9094271.0
31770,3493947.0
31771,3917437.25
31772,8372699.5
31773,5610630.0
31774,6310704.0
31775,10123105.0
31776,1932393.375
31777,4073696.25
31778,9447243.0
31779,8256566.5
31780,6541512.0
31781,7181184.5
31782,5816671.0
31783,3645593.5
31784,5777540.0
31785,6110725.0
31786,4817928.5
31787,6651011.0
31788,5231867.0
31789,6110713.5
31790,3866215.25
31791,8781294.0
31792,6798775.5
31793,7663199.5
31794,6587104.5
31795,5517869.5
31796,4955516.0
31797,14436985.0
31798,7707108.5
31799,4169955.25
31800,5381983.5
31801,3389315.5
31802,6271909.0
31803,7467699.0
31804,5170642.5
31805,3544997.5
31806,6789743.0
31807,6327360.5
31808,8711678.0
31809,6282768.5
31810,3936901.25
31811,7012010.0
31812,6984040.0
31813,6091280.0
31814,5674530.5
31815,5895988.0
31816,4760966.5
31817,3385477.75
31818,6134068.5
31819,5860816.0
31820,10580209.0
31821,12243119.0
31822,5324306.0
31823,4830087.5
31824,3662767.25
31825,4766018.5
31826,5958892.5
31827,7245166.0
31828,5553255.0
31829,8223608.5
31830,6426615.5
31831,3384661.0
31832,11650779.0
31833,11103031.0
31834,6453079.5
31835,4613492.5
31836,7223454.0
31837,3353037.75
31838,8063281.0
31839,4653500.5
31840,9331411.0
31841,4923117.0
31842,7360994.5
31843,3534839.25
31844,5994162.0
31845,8528226.0
31846,4817928.5
31847,4813850.0
31848,5778868.0
31849,9346106.0
31850,6357804.0
31851,11797291.0
31852,6508593.5
31853,9296379.0
31854,6204593.5
31855,4571033.5
31856,5535579.0
31857,9567213.0
31858,11328499.0
31859,30571902.0
31860,6906914.0
31861,14434727.0
31862,6731613.0
31863,9571740.0
31864,3269560.0
31865,4534017.0
31866,3313980.0
31867,7952190.5
31868,5211693.5
31869,10128301.0
31870,3369160.75
31871,4728198.5
31872,11106187.0
31873,6057986.5
31874,4963111.5
31875,5496740.0
31876,5032891.5
31877,22377292.0
31878,3541702.75
31879,7881056.0
31880,9718190.0
31881,4636021.5
31882,14377355.0
31883,4921723.0
31884,5028736.5
31885,5533921.5
31886,7911524.5
31887,9219672.0
31888,3933707.5
31889,12678802.0
31890,4659638.0
31891,3690171.25
31892,3763017.75
31893,16017881.0
31894,7709857.5
31895,3558142.5
31896,3607188.5
31897,3473935.5
31898,4010742.0
31899,4099492.25
31900,5602796.5
31901,6704262.5
31902,6706437.0
31903,6335566.5
31904,4079158.25
31905,6836636.0
31906,4146850.75
31907,3687898.5
31908,3731181.5
31909,7054555.5
31910,4165003.0
31911,3863543.0
31912,6239413.0
31913,6573907.0
31914,6237009.5
31915,7192054.5
31916,4206722.5
31917,5277252.5
31918,4563102.0
31919,6341811.0
31920,3905090.75
31921,4760349.5
31922,6588166.5
31923,7949521.5
31924,10088968.0
31925,6449296.0
31926,8355916.0
31927,10859430.0
31928,6729687.0
31929,14279598.0
31930,7302422.0
31931,6192445.5
31932,8050794.5
31933,7164118.0
31934,5670441.0
31935,4818116.5
31936,3821803.0
31937,6342784.5
31938,5436023.0
31939,5650413.5
31940,7337396.0
31941,28139884.0
31942,5609586.5
31943,7875556.0
31944,3884843.0
31945,5560107.0
31946,10410914.0
31947,8619213.0
31948,6253018.5
31949,9114501.0
31950,11865374.0
31951,5233688.5
31952,5315509.0
31953,3673177.25
31954,10586749.0
31955,5145167.5
31956,8259244.0
31957,4246944.0
31958,4198742.5
31959,12007094.0
31960,6408732.0
31961,7683389.5
31962,4731969.5
31963,7054669.5
31964,4575979.5
31965,5814441.5
31966,12218950.0
31967,11733045.0
31968,6166539.0
31969,21760500.0
31970,5564940.0
31971,3894651.0
31972,5179412.5
31973,4932403.0
31974,6924068.0
31975,3982332.0
31976,4092675.75
31977,8679022.0
31978,5114459.5
31979,4506221.5
31980,4754487.5
31981,6089131.0
31982,8548045.0
31983,11113837.0
31984,7308985.5
31985,4851235.0
31986,4018706.0
31987,6092854.5
31988,7507530.0
31989,13059831.0
31990,3272735.75
31991,9580361.0
31992,4610352.5
31993,8939166.0
31994,6676552.0
31995,7178192.5
31996,11282913.0
31997,5318465.0
31998,3781307.0
31999,5402430.0
32000,5983675.5
32001,62281204.0
32002,21354314.0
32003,9326980.0
32004,6685580.5
32005,4716606.0
32006,15743821.0
32007,9523882.0
32008,6434122.0
32009,3746460.25
32010,7218991.5
32011,4829604.0
32012,1736587.625
32013,5316720.5
32014,4853475.0
32015,7889192.5
32016,6377309.0
32017,9711871.0
32018,6589002.0
32019,5548776.5
32020,5409560.0
32021,7976693.5
32022,5249264.0
32023,3959032.25
32024,5849787.5
32025,5350194.0
32026,4419775.5
32027,7339404.5
